과목명,학수번호,분반,학점,담당교수,강의시간,종류,영역,combined
텍스트데이터분석및활용,0ARK6169,2,3.0,이찬우,수1~3,자유선택, ,텍스트데이터분석및활용 / 0ARK6169 / 2 / 3.0 / 이찬우 / 수1~3 / 자유선택 / 
데이터시각화응용,0ARK6170,2,3.0,이찬우,수4~6,자유선택, ,데이터시각화응용 / 0ARK6170 / 2 / 3.0 / 이찬우 / 수4~6 / 자유선택 / 
데이터사이언스심화,0ARK6171,2,3.0,이찬우,수7~9,자유선택, ,데이터사이언스심화 / 0ARK6171 / 2 / 3.0 / 이찬우 / 수7~9 / 자유선택 / 
한국어발표와프레젠테이션,0ARK6206,2,3.0,교수미정,금6~8,자유선택, ,한국어발표와프레젠테이션 / 0ARK6206 / 2 / 3.0 / 교수미정 / 금6~8 / 자유선택 / 
한국의언어문화,0ARK6207,2,3.0,교수미정,목5~7,자유선택, ,한국의언어문화 / 0ARK6207 / 2 / 3.0 / 교수미정 / 목5~7 / 자유선택 / 
현대미술의이해,0ARK6224,2,3.0,이은지,목2~4,자유선택, ,현대미술의이해 / 0ARK6224 / 2 / 3.0 / 이은지 / 목2~4 / 자유선택 / 
벤처기술개론1,0ASS1011,2,3.0,변태욱,화5~7,자유선택, ,벤처기술개론1 / 0ASS1011 / 2 / 3.0 / 변태욱 / 화5~7 / 자유선택 / 
벤처마케팅,0ASS3020,2,3.0,변태욱,수5~7,자유선택, ,벤처마케팅 / 0ASS3020 / 2 / 3.0 / 변태욱 / 수5~7 / 자유선택 / 
지식서비스창업,0AST0001,2,3.0,김용주,수5~7,자유선택, ,지식서비스창업 / 0AST0001 / 2 / 3.0 / 김용주 / 수5~7 / 자유선택 / 
벤처기술개론2,0AST0004,2,3.0,변태욱,목5~7,자유선택, ,벤처기술개론2 / 0AST0004 / 2 / 3.0 / 변태욱 / 목5~7 / 자유선택 / 
디자인씽킹,0AST0009,2,3.0,이영철,"화2~3, 화13",자유선택, ,"디자인씽킹 / 0AST0009 / 2 / 3.0 / 이영철 / 화2~3, 화13 / 자유선택 / "
4차산업혁명과지식재산의이해,0AST0010,2,3.0,이영철,"화5~6, 화14",자유선택, ,"4차산업혁명과지식재산의이해 / 0AST0010 / 2 / 3.0 / 이영철 / 화5~6, 화14 / 자유선택 / "
예술의역사에서배우는창조정신,0AST0012,2,2.0,정영기,목3~4,자유선택, ,예술의역사에서배우는창조정신 / 0AST0012 / 2 / 2.0 / 정영기 / 목3~4 / 자유선택 / 
대학생을위한실용금융,0AST0035,2,3.0,박남태,"월2~3, 토9",자유선택, ,"대학생을위한실용금융 / 0AST0035 / 2 / 3.0 / 박남태 / 월2~3, 토9 / 자유선택 / "
인터넷쇼핑몰의창업과경영,0AST0051,2,3.0,이상원,수2~4,자유선택, ,인터넷쇼핑몰의창업과경영 / 0AST0051 / 2 / 3.0 / 이상원 / 수2~4 / 자유선택 / 
문제해결과인공지능,0AST0080,2,3.0,김경록,"화1~2, 화13",자유선택, ,"문제해결과인공지능 / 0AST0080 / 2 / 3.0 / 김경록 / 화1~2, 화13 / 자유선택 / "
 , , , , , , , , /  /  /  /  /  /  / 
 , , , , , , , , /  /  /  /  /  /  / 
